By-foot,3283.13,2814.79,-1164.34
By-foot,3283.13,2812.79,-1164.34
By-foot,3283.13,2810.79,-1164.34
By-foot,3283.13,2808.79,-1164.34
By-foot,3283.13,2806.79,-1164.34
By-foot,3283.13,2804.79,-1164.34
By-foot,3283.13,2802.79,-1164.34
By-foot,3283.13,2800.79,-1164.34
By-foot,3283.13,2798.79,-1164.34
By-foot,3283.13,2796.79,-1164.34
By-foot,3283.13,2794.79,-1164.34
By-foot,3283.13,2792.79,-1164.34
By-foot,3283.13,2790.79,-1164.34
By-foot,3283.13,2788.79,-1164.34
By-foot,3283.13,2786.79,-1164.34
By-foot,3283.13,2784.79,-1164.34
By-foot,3283.13,2782.79,-1164.34
By-foot,3283.13,2780.79,-1164.34
By-foot,3283.13,2778.79,-1164.34
By-foot,3283.13,2776.79,-1164.34
By-foot,3283.13,2774.79,-1164.34
By-foot,3283.13,2772.79,-1164.34
By-foot,3283.13,2770.79,-1164.34
By-foot,3283.13,2768.79,-1164.34
By-foot,3283.13,2766.79,-1164.34
By-foot,2869.2,2365.57,-1176.82
By-foot,2871.7,2365.57,-1176.82
By-foot,2875.3,2364.87,-1176.82
By-foot,2878.7,2363.87,-1176.82
By-foot,2880.8,2363.37,-1176.82
By-foot,2884.2,2363.07,-1176.82
By-foot,2886.5,2362.27,-1176.82
By-foot,2888.5,2361.77,-1176.82
By-foot,2891.64,2360.4,-1176.86
